Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM(g/mol),Operación,pLD50,,long_ref,,source_url,toxval_id,chemical_id
,"alpha,alpha-Dimethylphenethyl butyrate",10094-34-5,CCCC(OC(C)(C)Cc1ccccc1)=O,DTXSID5038830,,788,788_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,220.311,0.0227,1.6441,,FOOD COSMET TOXICOL 18:667,,https://www.ng.cosmosdb.eu/,25480,ToxVal00029_65887ee3f42424c4
,"ARABINOSE, L-",-,OC[C@@H]([C@@H]([C@H](C=O)O)O)O,NODTXSID,,789,789_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,1000,mg/kg-day,150.129,0.0067,2.1765,,COMPT REND SOC BIOL 142:952-954,,https://www.ng.cosmosdb.eu/,25484,ToxVal00029_e58daa9325ac5b5b
,"ARABINOSE, L-",-,OC[C@@H]([C@@H]([C@H](C=O)O)O)O,NODTXSID,,790,790_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,cat,oral,=,5000,mg/kg-day,150.129,0.0333,1.4775,,COMPT REND SOC BIOL 106:1171-1173,,https://www.ng.cosmosdb.eu/,25485,ToxVal00029_e58daa9325ac5b5b
,"ARABINOSE, L-",-,OC[C@@H]([C@@H]([C@H](C=O)O)O)O,NODTXSID,,791,791_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,1000,mg/kg-day,150.129,0.0067,2.1765,,COMPT REND SOC BIOL 142:952-954,,https://www.ng.cosmosdb.eu/,25486,ToxVal00029_e58daa9325ac5b5b
,Ethyl propionate,105-37-3,CCC(OCC)=O,DTXSID1040110,,792,792_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1200,mg/kg-day,102.132,0.0117,1.93,,ERNAKRUNGSFORSCHUNG 7:211,,https://www.ng.cosmosdb.eu/,25487,ToxVal00029_7519b7e551701b09
,Ethyl propionate,105-37-3,CCC(OCC)=O,DTXSID1040110,,793,793_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3200,mg/kg-day,102.132,0.0313,1.504,,J IND HYG TOXICOL 31:317-326,,https://www.ng.cosmosdb.eu/,25488,ToxVal00029_7519b7e551701b09
,Ethyl butyrate,105-54-4,CCCC(OCC)=O,DTXSID6040111,,794,794_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,13050,mg/kg-day,116.159,0.1123,0.9494,,FOOD COSMET TOXICOL 12:719-720,,https://www.ng.cosmosdb.eu/,25493,ToxVal00029_e532bbc784e0632b
,Ethyl butyrate,105-54-4,CCCC(OCC)=O,DTXSID6040111,,795,795_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,5227,mg/kg-day,116.159,0.045,1.3468,,IND MED SURG 41:31-33,,https://www.ng.cosmosdb.eu/,25494,ToxVal00029_e532bbc784e0632b
,Ethyl heptanoate,106-30-9,CCCCCCC(OCC)=O,DTXSID1040112,,796,796_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,34640,mg/kg-day,158.24,0.2189,0.6597,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25503,ToxVal00029_8b62f74231f26dde
,Ethyl formate,109-94-4,CCOC=O,DTXSID6040117,,797,797_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1110,mg/kg-day,74.0786,0.015,1.8244,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25505,ToxVal00029_99e74de826ad37b7
,Ethyl formate,109-94-4,CCOC=O,DTXSID6040117,,798,798_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,2074.5,mg/kg-day,74.0786,0.028,1.5528,,IND MED SURGERY 41:31-33,,https://www.ng.cosmosdb.eu/,25506,ToxVal00029_99e74de826ad37b7
,Ethyl formate,109-94-4,CCOC=O,DTXSID6040117,,799,799_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1850,mg/kg-day,74.0786,0.025,1.6025,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25507,ToxVal00029_99e74de826ad37b7
,Zinc sulfate heptahydrate,7446-20-0,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Zn+2],DTXSID0040175,,800,800_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,420,mg/kg-day,287.556,0.0015,2.8355,,ARCH EXP PATHOL PHARMAKOL 226:424-434,,https://www.ng.cosmosdb.eu/,25524,ToxVal00029_a051cd7cdc0a0273
,Zinc sulfate heptahydrate,7446-20-0,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Zn+2],DTXSID0040175,,801,801_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,298,mg/kg-day,287.556,0.001,2.9845,,GRM,,https://www.ng.cosmosdb.eu/,25525,ToxVal00029_a051cd7cdc0a0273
,Zinc sulfate heptahydrate,7446-20-0,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Zn+2],DTXSID0040175,,802,802_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,875,mg/kg-day,287.556,0.003,2.5167,,GRM,,https://www.ng.cosmosdb.eu/,25526,ToxVal00029_a051cd7cdc0a0273
,Zinc sulfate heptahydrate,7446-20-0,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Zn+2],DTXSID0040175,,803,803_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,600,mg/kg-day,287.556,0.0021,2.6806,,GRM,,https://www.ng.cosmosdb.eu/,25527,ToxVal00029_a051cd7cdc0a0273
,Sucralose,56038-13-2,OC[C@@H]([C@@H]([C@@H]([C@@H]1O)O)Cl)O[C@@H]1O[C@@](CCl)([C@H]1O)O[C@H](CCl)[C@H]1O,DTXSID1040245,,804,804_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,10000,mg/kg-day,397.634,0.0251,1.5995,,FAP,,https://www.ng.cosmosdb.eu/,25572,ToxVal00029_44224cc6870cb98b
,Sucralose,56038-13-2,OC[C@@H]([C@@H]([C@@H]([C@@H]1O)O)Cl)O[C@@H]1O[C@@](CCl)([C@H]1O)O[C@H](CCl)[C@H]1O,DTXSID1040245,,805,805_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,16000,mg/kg-day,397.634,0.0402,1.3954,,FAP,,https://www.ng.cosmosdb.eu/,25573,ToxVal00029_44224cc6870cb98b
,Aluminum sesquisulfate,10043-01-3,[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[Al+3].[Al+3],DTXSID2040317,,806,806_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4600,mg/kg-day,342.15,0.0134,1.8715,,PHARMACOL TOXICOL 60:280-283,,https://www.ng.cosmosdb.eu/,25591,ToxVal00029_9abf34e5a9038c4d
,Aluminum sesquisulfate,10043-01-3,[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[Al+3].[Al+3],DTXSID2040317,,807,807_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,6214,mg/kg-day,342.15,0.0182,1.7408,,BR J IND MED 23:305,,https://www.ng.cosmosdb.eu/,25592,ToxVal00029_9abf34e5a9038c4d
,IRON(II) SULFATE HEPTAHYDRATE,-,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Fe+2],NODTXSID,,808,808_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,405,mg/kg-day,278.011,0.0015,2.8366,,BR J EXP PATHOL 52:7-13,,https://www.ng.cosmosdb.eu/,25602,ToxVal00029_a1b32166ef1762dc
,IRON(II) SULFATE HEPTAHYDRATE,-,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Fe+2],NODTXSID,,809,809_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,670,mg/kg-day,278.011,0.0024,2.618,,BIOL TRACE ELEM RES 62:65-73,,https://www.ng.cosmosdb.eu/,25603,ToxVal00029_a1b32166ef1762dc
,IRON(II) SULFATE HEPTAHYDRATE,-,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Fe+2],NODTXSID,,810,810_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,274,mg/kg-day,278.011,0.001,3.0063,,AM J MED SCI 230:491-497,,https://www.ng.cosmosdb.eu/,25604,ToxVal00029_a1b32166ef1762dc
,IRON(II) SULFATE HEPTAHYDRATE,-,[O-]S([O-])(=O)=O.O.O.O.O.O.O.O.[Fe+2],NODTXSID,,811,811_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,cat,oral,=,110,mg/kg-day,278.011,0.0004,3.4027,,AM J MED SCI 230:491-497,,https://www.ng.cosmosdb.eu/,25605,ToxVal00029_a1b32166ef1762dc
,Sodium alginate,9005-38-3,[O-]C(C(C(C(C1O)O)O)OC1O)=O.[Na+],DTXSID0040410,,812,812_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,216.12,0.0231,1.6357,,GRM,,https://www.ng.cosmosdb.eu/,25613,ToxVal00029_557e4af4381a6469
,Calcium pantothenate,137-08-6,CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.[Ca+2],DTXSID8040438,,813,813_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,10000,mg/kg-day,476.534,0.021,1.6781,,PROC SOC EXP BIOL MED 45:311-312,,https://www.ng.cosmosdb.eu/,25621,ToxVal00029_f1739581ac336944
,Calcium pantothenate,137-08-6,CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.[Ca+2],DTXSID8040438,,814,814_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,monkey,oral,=,1000,mg/kg-day,476.534,0.0021,2.6781,,PROC SOC EXP BIOL MED 45:311-312,,https://www.ng.cosmosdb.eu/,25622,ToxVal00029_f1739581ac336944
,Calcium pantothenate,137-08-6,CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.[Ca+2],DTXSID8040438,,815,815_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,10000,mg/kg-day,476.534,0.021,1.6781,,PROC SOC EXP BIOL MED 45:311-312,,https://www.ng.cosmosdb.eu/,25623,ToxVal00029_f1739581ac336944
,Calcium pantothenate,137-08-6,CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.CC(C)(CO)[C@H](C(NCCC([O-])=O)=O)O.[Ca+2],DTXSID8040438,,816,816_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,1000,mg/kg-day,476.534,0.0021,2.6781,,PROC SOC EXP BIOL MED 45:311-312,,https://www.ng.cosmosdb.eu/,25624,ToxVal00029_f1739581ac336944
,Carboxymethyl cellulose,07/11/9000,CC(O)=O.OCC(C(C(C(C=O)O)O)O)O,DTXSID7040441,,817,817_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,240.207,0.0208,1.6816,,FOOD RES 9:175-182,,https://www.ng.cosmosdb.eu/,25630,ToxVal00029_1d6f0eb45dbfe416
,Carboxymethyl cellulose,07/11/9000,CC(O)=O.OCC(C(C(C(C=O)O)O)O)O,DTXSID7040441,,818,818_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,5000,mg/kg-day,240.207,0.0208,1.6816,,FOOD RES 9:175-182,,https://www.ng.cosmosdb.eu/,25631,ToxVal00029_1d6f0eb45dbfe416
,Carboxymethyl cellulose,07/11/9000,CC(O)=O.OCC(C(C(C(C=O)O)O)O)O,DTXSID7040441,,819,819_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,5000,mg/kg-day,240.207,0.0208,1.6816,,FOOD RES 9:175-182,,https://www.ng.cosmosdb.eu/,25632,ToxVal00029_1d6f0eb45dbfe416
,L-Methionine,63-68-3,CSCC[C@@H](C(O)=O)N,DTXSID5040548,,820,820_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,36000,mg/kg-day,149.213,0.2413,0.6175,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS) PAGE 292,,https://www.ng.cosmosdb.eu/,25661,ToxVal00029_1393afbe597dd946
,Thiamine hydrochloride,67-03-8,Cc1c(CCO)[s]c[n+]1Cc1c(N)nc(C)nc1.[Cl-].Cl,DTXSID0040622,,821,821_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3000,mg/kg-day,337.274,0.0089,2.0509,,ANN NY ACAD SCI 98:550-561,,https://www.ng.cosmosdb.eu/,25709,ToxVal00029_94c2c3a05ad0fdb6
,Triethyl citrate,77-93-0,CCOC(CC(CC(OCC)=O)(C(OCC)=O)O)=O,DTXSID0040701,,822,822_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,8000,mg/kg-day,276.284,0.029,1.5383,,TOXICOL APPL PHARMACOL 1:283-298,,https://www.ng.cosmosdb.eu/,25719,ToxVal00029_401ea13402d13407
,Triethyl citrate,77-93-0,CCOC(CC(CC(OCC)=O)(C(OCC)=O)O)=O,DTXSID0040701,,823,823_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,cat,oral,=,4000,mg/kg-day,276.284,0.0145,1.8393,,TOXICOL APPL PHARMACOL 1:283-298,,https://www.ng.cosmosdb.eu/,25720,ToxVal00029_401ea13402d13407
,OCTYL GALLATE,-,CCCCCCCCOC(c(cc1O)cc(O)c1O)=O,NODTXSID,,824,824_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1960,mg/kg-day,282.335,0.0069,2.1585,,FAP,,https://www.ng.cosmosdb.eu/,25733,ToxVal00029_bbb1af943e06ac32
,Ammonium glycyrrhizate,53956-04-0,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]2C(O)=O)O[C@@H]1C(O)=O.N,DTXSID2041204,,825,825_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,7100,mg/kg-day,839.969,0.0085,2.073,,GRP,,https://www.ng.cosmosdb.eu/,25781,ToxVal00029_934252c51c912c3d
,Ammonium glycyrrhizate,53956-04-0,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]2C(O)=O)O[C@@H]1C(O)=O.N,DTXSID2041204,,826,826_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,5000,mg/kg-day,839.969,0.006,2.2253,,FITOTERAPIA 4:133,,https://www.ng.cosmosdb.eu/,25782,ToxVal00029_934252c51c912c3d
,Ammonium glycyrrhizate,53956-04-0,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]2C(O)=O)O[C@@H]1C(O)=O.N,DTXSID2041204,,827,827_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,8800,mg/kg-day,839.969,0.0105,1.9798,,GRP,,https://www.ng.cosmosdb.eu/,25783,ToxVal00029_934252c51c912c3d
,Ammonium glycyrrhizate,53956-04-0,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]2C(O)=O)O[C@@H]1C(O)=O.N,DTXSID2041204,,828,828_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,10000,mg/kg-day,839.969,0.0119,1.9243,,GRP,,https://www.ng.cosmosdb.eu/,25784,ToxVal00029_934252c51c912c3d
,Ammonium glycyrrhizate,53956-04-0,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]2C(O)=O)O[C@@H]1C(O)=O.N,DTXSID2041204,,829,829_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,8600,mg/kg-day,839.969,0.0102,1.9898,,GRP,,https://www.ng.cosmosdb.eu/,25785,ToxVal00029_934252c51c912c3d
,beta-Terpineol,138-87-4,CC(CC1)(CCC1C(C)=C)O,DTXSID7041209,,830,830_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4300,mg/kg-day,154.252,0.0279,1.5548,,FOOD COSMET TOXICOL 12:997,,https://www.ng.cosmosdb.eu/,25786,ToxVal00029_f01a4cceb71b538a
,gamma-Terpinene,99-85-4,CC(C)C1=CCC(C)=CC1,DTXSID6041210,,831,831_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3650,mg/kg-day,136.237,0.0268,1.572,,FEM 000006 1:50,,https://www.ng.cosmosdb.eu/,25787,ToxVal00029_7536eb1239cda4f4
,alpha-Terpinene,99-86-5,CC(C)C1=CC=C(C)CC1,DTXSID9041237,,832,832_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1680,mg/kg-day,136.237,0.0123,1.909,,FOOD COSMET TOXICOL 14:873-874,,https://www.ng.cosmosdb.eu/,25792,ToxVal00029_bdcecfc104103383
,gamma-Caprolactone,695-06-7,CCC(CC1)OC1=O,DTXSID8041298,,833,833_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,114.143,0.0438,1.3585,,FOOD COSMET TOXICOL 17:791,,https://www.ng.cosmosdb.eu/,25796,ToxVal00029_61c6a61d6139a47c
,Dihydrojasmone lactone,7011-83-8,CCCCCCC(C)(CC1)OC1=O,DTXSID3041299,,834,834_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,184.278,0.0271,1.5665,,FOOD COSMET TOXICOL 17:867,,https://www.ng.cosmosdb.eu/,25797,ToxVal00029_f693a0695efaa4f1
,"Ethyl (2E,4Z)-deca-2,4-dienoate",3025-30-7,CCCCC/C=C\C=C\C(OCC)=O,DTXSID0041357,,835,835_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,196.289,0.0255,1.5939,,FOOD CHEM TOXICOL 26:273-415,,https://www.ng.cosmosdb.eu/,25798,ToxVal00029_e2a3328a273e815d
,2'-Acetonaphthone,93-08-3,CC(c1cc2ccccc2cc1)=O,DTXSID2041389,,836,836_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,599,mg/kg-day,170.21,0.0035,2.4536,,MEDIZIN ERNAHR 8:244,,https://www.ng.cosmosdb.eu/,25800,ToxVal00029_f827481e6968065c
,2-Ethylbutyric acid,88-09-5,CCC(CC)C(O)=O,DTXSID2041418,,837,837_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2200,mg/kg-day,116.159,0.0189,1.7226,,ARCH IND HYG OCCUP MED 10:61-68,,https://www.ng.cosmosdb.eu/,25808,ToxVal00029_73487f9cef32acb3
,(3Z)-3-Hexenyl acetate,3681-71-8,CC/C=C\CCOC(C)=O,DTXSID0041484,,838,838_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,142.197,0.0352,1.4539,,FOOD COSMET TOXICOL 13:454,,https://www.ng.cosmosdb.eu/,25814,ToxVal00029_acca22b5ffcab568
,3-Phenyl-2-propen-1-ol,104-54-1,OCC=Cc1ccccc1,DTXSID9041491,,839,839_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2000,mg/kg-day,134.177,0.0149,1.8266,,FOOD COSMET TOXICOL 12:855,,https://www.ng.cosmosdb.eu/,25815,ToxVal00029_a4676a799f8287b0
,3-Phenyl-2-propen-1-ol,104-54-1,OCC=Cc1ccccc1,DTXSID9041491,,840,840_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2675,mg/kg-day,134.177,0.0199,1.7004,,FEM 000032 9:1987-1997,,https://www.ng.cosmosdb.eu/,25816,ToxVal00029_a4676a799f8287b0
,3-Phenyl-2-propen-1-ol,104-54-1,OCC=Cc1ccccc1,DTXSID9041491,,841,841_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,2675,mg/kg-day,134.177,0.0199,1.7004,,FEM 000032 9:1987-1997,,https://www.ng.cosmosdb.eu/,25817,ToxVal00029_a4676a799f8287b0
,2-Ethyl-3-hydroxy-4-pyrone,08/11/4940,CCC(OC=CC1=O)=C1O,DTXSID5041516,,842,842_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1175,mg/kg-day,140.138,0.0084,2.0765,,TOXICOL APPL PHARMACOL 15:604-613,,https://www.ng.cosmosdb.eu/,25833,ToxVal00029_359b4d18e1e827cd
,2-Ethyl-3-hydroxy-4-pyrone,08/11/4940,CCC(OC=CC1=O)=C1O,DTXSID5041516,,843,843_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,780,mg/kg-day,140.138,0.0056,2.2545,,TOXICOL APPL PHARMACOL 15:604-613,,https://www.ng.cosmosdb.eu/,25834,ToxVal00029_359b4d18e1e827cd
,n-Amyl butyrate,540-18-1,CCCCCOC(CCC)=O,DTXSID4041604,,844,844_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,12210,mg/kg-day,158.24,0.0772,1.1126,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25848,ToxVal00029_b8cc20a5f5db963f
,n-Amyl butyrate,540-18-1,CCCCCOC(CCC)=O,DTXSID4041604,,845,845_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,11950,mg/kg-day,158.24,0.0755,1.1219,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25849,ToxVal00029_b8cc20a5f5db963f
,Anisole,100-66-3,COc1ccccc1,DTXSID4041608,,846,846_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3700,mg/kg-day,108.14,0.0342,1.4658,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25851,ToxVal00029_8e799b488d335592
,Anisole,100-66-3,COc1ccccc1,DTXSID4041608,,847,847_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2800,mg/kg-day,108.14,0.0259,1.5868,,FOOD COSMET TOXICOL 17:243,,https://www.ng.cosmosdb.eu/,25852,ToxVal00029_8e799b488d335592
,(+/-)-alpha-Methylbenzyl acetate,93-92-5,CC(c1ccccc1)OC(C)=O,DTXSID6041636,,848,848_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,164.203,0.0305,1.5164,,FOOD COSMET TOXICOL 14:611,,https://www.ng.cosmosdb.eu/,25872,ToxVal00029_ae642b1f01d569a4
,3-Phenyl-1-propanol,122-97-4,OCCCc1ccccc1,DTXSID6041638,,849,849_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2300,mg/kg-day,136.193,0.0169,1.7724,,FOOD COSMET TOXICOL 17:893-894,,https://www.ng.cosmosdb.eu/,25873,ToxVal00029_9ba13490e1848066
,3-Phenyl-1-propanol,122-97-4,OCCCc1ccccc1,DTXSID6041638,,850,850_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,500,mg/kg-day,136.193,0.0037,2.4352,,CHEMOSPHERE 36:1475-1483,,https://www.ng.cosmosdb.eu/,25874,ToxVal00029_9ba13490e1848066
,Benzyl cinnamate,103-41-3,O=C(C=Cc1ccccc1)OCc1ccccc1,DTXSID3041663,,851,851_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3280,mg/kg-day,238.285,0.0138,1.8612,,FOOD COSMET TOXICOL 11:1017-1018,,https://www.ng.cosmosdb.eu/,25879,ToxVal00029_466856b6ce0af92b
,Benzyl cinnamate,103-41-3,O=C(C=Cc1ccccc1)OCc1ccccc1,DTXSID3041663,,852,852_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,3760,mg/kg-day,238.285,0.0158,1.8019,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,25880,ToxVal00029_466856b6ce0af92b
,BORNYL ACETATE,-,CC(C)(C(CC1)C2)C1(C)C2OC(C)=O,NODTXSID,,853,853_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,196.289,0.0255,1.5939,,FOOD COSMET TOXICOL 11:1041,,https://www.ng.cosmosdb.eu/,25881,ToxVal00029_20921b8b17fe16e0
,Butyric acid n-butyl ester,109-21-7,CCCCOC(CCC)=O,DTXSID7041702,,854,854_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,9500,mg/kg-day,144.213,0.0659,1.1813,,SURG 41:31-33,,https://www.ng.cosmosdb.eu/,25882,ToxVal00029_10b07de71e834d39
,Citronellal,106-23-0,CC(CCC=C(C)C)CC=O,DTXSID3041790,,855,855_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,154.252,0.0324,1.4893,,FOOD COSMET TOXICOL 13:755,,https://www.ng.cosmosdb.eu/,25885,ToxVal00029_9659c48f56dab6a8
,2-sec-Butylcyclohexan-1-one,14765-30-1,CCC(C)C(CCCC1)C1=O,DTXSID4041818,,856,856_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2333,mg/kg-day,154.252,0.0151,1.8203,,FEM 000005 1:135,,https://www.ng.cosmosdb.eu/,25889,ToxVal00029_dfeb850729ae55e2
