Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenda,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,DB reference source,URL,,ToxVal_ ID,Chemical_ID
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1602,1602_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2000,mg/kg,277.269,0.0072,2.1419,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917933,ToxVal00035_859e9acf813401b7
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1603,1603_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,1655,mg/kg,277.269,0.0060,2.2241,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917934,ToxVal00035_859e9acf813401b7
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1604,1604_EFSADB,EFSA,EFSA,acute,human health,rat,oral,>,2000,mg/kg,277.269,0.0072,2.1419,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917935,ToxVal00035_859e9acf813401b7
,1-(6-(Trifluoromethyl)pyridin-3-yl)ethanol,1228631-54-6,CC(c1cnc(C(F)(F)F)cc1)O,DTXSID00905167,,1605,1605_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,1038,mg/kg,191.152,0.0054,2.2652,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917936,ToxVal00035_764ff0e28ee1ddde
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1606,1606_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,1038,mg/kg,277.269,0.0037,2.4267,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917937,ToxVal00035_859e9acf813401b7
,1-(6-(Trifluoromethyl)pyridin-3-yl)ethanol,1228631-54-6,CC(c1cnc(C(F)(F)F)cc1)O,DTXSID00905167,,1607,1607_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,2000,mg/kg,191.152,0.0105,1.9803,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917938,ToxVal00035_764ff0e28ee1ddde
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1608,1608_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,2000,mg/kg,277.269,0.0072,2.1419,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917939,ToxVal00035_859e9acf813401b7
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1609,1609_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg,277.269,0.0081,2.0907,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917940,ToxVal00035_859e9acf813401b7
,Sulfoxaflor metabolite (X11719474),-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC(N)=O)=O,NODTXSID,,1610,1610_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg,295.284,0.0076,2.1181,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917941,ToxVal00035_6798e14a2644fbcc
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1611,1611_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,277.269,0.0180,1.7439,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917942,ToxVal00035_859e9acf813401b7
,Sulfoxaflor metabolite (X11719474),-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC(N)=O)=O,NODTXSID,,1612,1612_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,295.284,0.0169,1.7713,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917943,ToxVal00035_6798e14a2644fbcc
,Sulfoxaflor metabolite (X11579457),-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=N)=O,NODTXSID,,1613,1613_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg,252.259,0.0079,2.1008,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917948,ToxVal00035_90f755b0e5894b2d
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1614,1614_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg,277.269,0.0072,2.1419,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917949,ToxVal00035_859e9acf813401b7
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,1615,1615_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,566,mg/kg,277.269,0.0020,2.6901,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917950,ToxVal00035_859e9acf813401b7
,Sulfoxaflor metabolite (X11519540),-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=O)=O,NODTXSID,,1616,1616_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,566,mg/kg,253.243,0.0022,2.6507,,Conclusion on the peer review of the pesticide risk assessment of the active substance sulfoxaflor 20140521,https://doi.org/doi:10.2903/j.efsa.2014.3692,,917951,ToxVal00035_cd4270b590905362
,Chito-OligoSaccharides-Oligo-Galacturonic Acid (COS-OGA),-,,NODTXSID,,1617,1617_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg-day,,#¡DIV/0!,#¡DIV/0!,,Conclusion on the peer review of the pesticide risk assessment of the active substance COS-OGA 20141013,https://doi.org/doi:10.2903/j.efsa.2014.3868,,917952,ToxVal00035_94ffacbe3a50674c
,Chito-OligoSaccharides-Oligo-Galacturonic Acid (COS-OGA),-,,NODTXSID,,1618,1618_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg-day,,#¡DIV/0!,#¡DIV/0!,,Conclusion on the peer review of the pesticide risk assessment of the active substance COS-OGA 20141013,https://doi.org/doi:10.2903/j.efsa.2014.3868,,917953,ToxVal00035_94ffacbe3a50674c
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1619,1619_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg,345.156,0.0065,2.1858,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917954,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1620,1620_EFSADB,EFSA,EFSA,acute,eco,zebra finch,oral,>,2250,mg/kg,345.156,0.0065,2.1858,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917955,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1621,1621_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,>,1328,mg/kg-day,345.156,0.0038,2.4148,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917956,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1622,1622_EFSADB,EFSA,EFSA,short-term,eco,mallard duck,oral,>,2088,mg/kg-day,345.156,0.0060,2.2183,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917957,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1623,1623_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,345.156,0.0145,1.8390,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917960,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1624,1624_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2000,mg/kg,345.156,0.0058,2.2370,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917961,ToxVal00035_f2c0a71cc410e0e9
,Halauxifen-methyl,943831-98-9,COC(c(nc(cc1N)-c(ccc(Cl)c2OC)c2F)c1Cl)=O,DTXSID50241446,,1625,1625_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,345.156,0.0145,1.8390,,Conclusion on the peer review of the pesticide risk assessment of the active substance halauxifen-methyl (XDE-729 methyl) 20141208,https://doi.org/doi:10.2903/j.efsa.2014.3913,,917962,ToxVal00035_f2c0a71cc410e0e9
,Cyhalofop-butyl,-,CCCCOC(C(C)Oc(cc1)ccc1Oc(ccc(C#N)c1)c1F)=O,NODTXSID,,1626,1626_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg-day,357.38,0.0063,2.2009,,Conclusion on the peer review of the pesticide risk assessment of the active substance cyhalofop (variant evaluated cyhalofop-butyl) 20150130,https://doi.org/doi:10.2903/j.efsa.2015.3943,,917963,ToxVal00035_6f81434dfa8863af
,Cyhalofop-butyl,-,CCCCOC(C(C)Oc(cc1)ccc1Oc(ccc(C#N)c1)c1F)=O,NODTXSID,,1627,1627_EFSADB,EFSA,EFSA,acute,eco,mallard duck,oral,>,2250,mg/kg-day,357.38,0.0063,2.2009,,Conclusion on the peer review of the pesticide risk assessment of the active substance cyhalofop (variant evaluated cyhalofop-butyl) 20150130,https://doi.org/doi:10.2903/j.efsa.2015.3943,,917964,ToxVal00035_6f81434dfa8863af
,Cyhalofop-butyl,-,CCCCOC(C(C)Oc(cc1)ccc1Oc(ccc(C#N)c1)c1F)=O,NODTXSID,,1628,1628_EFSADB,EFSA,EFSA,acute,human health,rat,oral,>,5000,mg/kg-day,357.38,0.0140,1.8542,,Conclusion on the peer review of the pesticide risk assessment of the active substance cyhalofop (variant evaluated cyhalofop-butyl) 20150130,https://doi.org/doi:10.2903/j.efsa.2015.3943,,917967,ToxVal00035_6f81434dfa8863af
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1629,1629_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,1419,mg/kg-day,279.335,0.0051,2.2941,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917968,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1630,1630_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,981,mg/kg-day,279.335,0.0035,2.4545,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917969,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1631,1631_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,1180,mg/kg-day,279.335,0.0042,2.3742,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917970,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1632,1632_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,953,mg/kg-day,279.335,0.0034,2.4670,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917974,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1633,1633_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,375,mg/kg-day,279.335,0.0013,2.8721,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917975,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1634,1634_EFSADB,EFSA,EFSA,acute,eco,mallard duck,oral,=,1466,mg/kg-day,279.335,0.0052,2.2800,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917976,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1635,1635_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,3000,mg/kg-day,279.335,0.0107,1.9690,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917983,ToxVal00035_1f678d48578a9d59
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1636,1636_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,1000,mg/kg-day,279.335,0.0036,2.4461,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917984,ToxVal00035_1f678d48578a9d59
,Mancozeb,8018-01-7,SC(NCCNC(S)=S)=S,DTXSID0034695,,1637,1637_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,3228,mg/kg-day,212.386,0.0152,1.8182,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917985,ToxVal00035_7cfe53038d74327e
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1638,1638_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,=,3228,mg/kg-day,279.335,0.0116,1.9372,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917986,ToxVal00035_1f678d48578a9d59
,Mancozeb,8018-01-7,SC(NCCNC(S)=S)=S,DTXSID0034695,,1639,1639_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg-day,212.386,0.0235,1.6282,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917987,ToxVal00035_7cfe53038d74327e
,Metalaxyl-M,70630-17-0,C[C@H](C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID8032671,,1640,1640_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg-day,279.335,0.0179,1.7472,,Conclusion on the peer review of the pesticide risk assessment of the active substance metalaxyl-M 20150303,https://doi.org/doi:10.2903/j.efsa.2015.3999,,917988,ToxVal00035_1f678d48578a9d59
,Isofetamid,875915-78-9,CC(C)Oc(cc1)cc(C)c1C(C(C)(C)NC(c1c(C)cc[s]1)=O)=O,DTXSID50893848,,1641,1641_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2000,mg/kg-day,359.489,0.0056,2.2547,,Peer review of the pesticide risk assessment of the active substance isofetamid 20151113,https://doi.org/doi:10.2903/j.efsa.2015.4265,,917989,ToxVal00035_757b5fe7248e7efb
,Isofetamid,875915-78-9,CC(C)Oc(cc1)cc(C)c1C(C(C)(C)NC(c1c(C)cc[s]1)=O)=O,DTXSID50893848,,1642,1642_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg-day,359.489,0.0056,2.2547,,Peer review of the pesticide risk assessment of the active substance isofetamid 20151113,https://doi.org/doi:10.2903/j.efsa.2015.4265,,917994,ToxVal00035_757b5fe7248e7efb
,Aminomethylphosphonic acid,1066-51-9,NCP(O)(O)=O,DTXSID5037490,,1643,1643_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg-day,111.037,0.0203,1.6933,,Conclusion on the peer review of the pesticide risk assessment of the active substance glyphosate 20151112,https://doi.org/doi:10.2903/j.efsa.2015.4302,,917996,ToxVal00035_3cd6b5f454507175
,Glyphosate,1071-83-6,OC(C[NH2+]CP(O)(O)=O)=O,DTXSID1024122,,1644,1644_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2250,mg/kg-day,170.08,0.0132,1.8785,,Conclusion on the peer review of the pesticide risk assessment of the active substance glyphosate 20151112,https://doi.org/doi:10.2903/j.efsa.2015.4302,,917997,ToxVal00035_bc0a291a54de1653
,Diuron,330-54-1,CN(C)C(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID0020446,,1645,1645_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,=,1104,mg/kg,233.097,0.0047,2.3246,,Conclusion regarding the peer review of the pesticide risk assessment of the active substance Diuron 20050128,https://doi.org/doi:10.2903/j.efsa.2005.25r,,918000,ToxVal00035_ebb8f99fd32f47cd
,Diuron,330-54-1,CN(C)C(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID0020446,,1646,1646_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,2000,mg/kg,233.097,0.0086,2.0665,,Conclusion regarding the peer review of the pesticide risk assessment of the active substance Diuron 20050128,https://doi.org/doi:10.2903/j.efsa.2005.25r,,918005,ToxVal00035_ebb8f99fd32f47cd
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1647,1647_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2000,mg/kg,311.408,0.0064,2.1923,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918007,ToxVal00035_89db1504bbd062e1
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1648,1648_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,>,1070,mg/kg,311.408,0.0034,2.4639,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918008,ToxVal00035_89db1504bbd062e1
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1649,1649_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2028,mg/kg,311.408,0.0065,2.1863,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918010,ToxVal00035_89db1504bbd062e1
,5-Methyl-5-phenylhydantoin,6843-49-8,CC(C(N1)=O)(c2ccccc2)NC1=O,DTXSID201311373,,1650,1650_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,>,2498,mg/kg,190.201,0.0131,1.8816,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918012,ToxVal00035_ffd0c61cf9e97059
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1651,1651_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,>,2498,mg/kg,311.408,0.0080,2.0957,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918013,ToxVal00035_89db1504bbd062e1
,Fenamidone metabolite (RPA 412708),-,CC(C(N1)=O)(c2ccccc2)N=C1SC,NODTXSID,,1652,1652_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,=,723,mg/kg,220.295,0.0033,2.4839,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918014,ToxVal00035_8acca2eac827ff5b
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1653,1653_EFSADB,EFSA,EFSA,short-term,eco,bobwhite quail,oral,=,723,mg/kg,311.408,0.0023,2.6342,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918015,ToxVal00035_89db1504bbd062e1
,Fenamidone metabolite (RPA 412708),-,CC(C(N1)=O)(c2ccccc2)N=C1SC,NODTXSID,,1654,1654_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,176,mg/kg,220.295,0.0008,3.0975,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918016,ToxVal00035_8acca2eac827ff5b
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1655,1655_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,176,mg/kg,311.408,0.0006,3.2478,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918017,ToxVal00035_89db1504bbd062e1
,Fenamidone,161326-34-7,CC(C(N1Nc2ccccc2)=O)(c2ccccc2)N=C1SC,DTXSID2034590,,1656,1656_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg,311.408,0.0064,2.1923,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918018,ToxVal00035_89db1504bbd062e1
,Fenamidone metabolite (RPA 410193),-,C[C@@](C(N1Nc2ccccc2)=O)(c2ccccc2)NC1=O,NODTXSID,,1657,1657_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,2000,mg/kg,281.314,0.0071,2.1482,,Peer review of the pesticide risk assessment of the active substance fenamidone 20160222,https://doi.org/doi:10.2903/j.efsa.2016.4406,,918019,ToxVal00035_2484bbacb1c162b3
,Isoxaflutole,141112-29-0,CS(c(cc(C(F)(F)F)cc1)c1C(c1c(C2CC2)[o]nc1)=O)(=O)=O,DTXSID5034723,,1658,1658_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2150,mg/kg-day,359.323,0.0060,2.2230,,Peer review of the pesticide risk assessment of the active substance isoxaflutole 20160224,https://doi.org/doi:10.2903/j.efsa.2016.4416,,918020,ToxVal00035_d40bfb7b18ab8111
,Isoxaflutole,141112-29-0,CS(c(cc(C(F)(F)F)cc1)c1C(c1c(C2CC2)[o]nc1)=O)(=O)=O,DTXSID5034723,,1659,1659_EFSADB,EFSA,EFSA,acute,eco,mallard duck,oral,>,2150,mg/kg-day,359.323,0.0060,2.2230,,Peer review of the pesticide risk assessment of the active substance isoxaflutole 20160224,https://doi.org/doi:10.2903/j.efsa.2016.4416,,918021,ToxVal00035_d40bfb7b18ab8111
,Isoxaflutole,141112-29-0,CS(c(cc(C(F)(F)F)cc1)c1C(c1c(C2CC2)[o]nc1)=O)(=O)=O,DTXSID5034723,,1660,1660_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,359.323,0.0139,1.8565,,Peer review of the pesticide risk assessment of the active substance isoxaflutole 20160224,https://doi.org/doi:10.2903/j.efsa.2016.4416,,918022,ToxVal00035_d40bfb7b18ab8111
,Mesotrione,104206-82-8,CS(c(cc1)cc([N+]([O-])=O)c1C(C(C(CCC1)=O)C1=O)=O)(=O)=O,DTXSID7032424,,1661,1661_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,2000,mg/kg,339.323,0.0059,2.2296,,Peer review of the pesticide risk assessment of the active substance mesotrione 20160307,https://doi.org/doi:10.2903/j.efsa.2016.4419,,918026,ToxVal00035_62b537839a515037
,Mesotrione,104206-82-8,CS(c(cc1)cc([N+]([O-])=O)c1C(C(C(CCC1)=O)C1=O)=O)(=O)=O,DTXSID7032424,,1662,1662_EFSADB,EFSA,EFSA,acute,human health,rat,oral,>,5000,mg/kg,339.323,0.0147,1.8316,,Peer review of the pesticide risk assessment of the active substance mesotrione 20160307,https://doi.org/doi:10.2903/j.efsa.2016.4419,,918030,ToxVal00035_62b537839a515037
,2-Amino-4-(methylsulfonyl)benzoic acid,-,CS(c(cc1)cc(N)c1C(O)=O)(=O)=O,NODTXSID,,1663,1663_EFSADB,EFSA,EFSA,acute,human health,rat,-,>,5000,mg/kg,215.228,0.0232,1.6339,,Peer review of the pesticide risk assessment of the active substance mesotrione 20160307,https://doi.org/doi:10.2903/j.efsa.2016.4419,,918032,ToxVal00035_f566c2b56ded2a28
