Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,Reference DB source,URL,ToxVal_ID,Chemical_ID
,Methyl methacrylate,80-62-6,CC(C(OC)=O)=C,DTXSID2020844,,65,65_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,8700,mg/kg,100.117,0.0869,1.0610,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Gigiena, 1976) (Gigiena, 1976)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60042,ToxVal00036_50e1c724084e61ff
,Methyl methacrylate,80-62-6,CC(C(OC)=O)=C,DTXSID2020844,,66,66_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5900,mg/kg,100.117,0.0589,1.2297,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Spealman et al., 1945) (Spealman et al., 1945)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60043,ToxVal00036_50e1c724084e61ff
,Methyl methacrylate,80-62-6,CC(C(OC)=O)=C,DTXSID2020844,,67,67_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5954,mg/kg,100.117,0.0595,1.2257,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (DFG, 1984) (DFG, 1984)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60044,ToxVal00036_50e1c724084e61ff
,Methyl methacrylate,80-62-6,CC(C(OC)=O)=C,DTXSID2020844,,68,68_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,4725,mg/kg,100.117,0.0472,1.3261,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Spealman et al., 1945) (Spealman et al., 1945)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60045,ToxVal00036_50e1c724084e61ff
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,69,69_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,14800,mg/kg,114.143,0.1297,0.8872,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Deichmann, 1941) (Deichmann, 1941)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60046,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,70,70_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,12700,mg/kg,114.143,0.1113,0.9536,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Deichmann, 1941) (Deichmann, 1941)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60047,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,71,71_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,12700,mg/kg,114.143,0.1113,0.9536,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Pang, 1995) (Pang, 1995)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60048,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,72,72_EFSA2DB,EFSA2,-,acute,human health,rabbit,-,=,3630,mg/kg,114.143,0.0318,1.4975,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Deichmann, 1941) (Deichmann, 1941)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60049,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,73,73_EFSA2DB,EFSA2,-,acute,human health,rabbit,-,=,3630,mg/kg,114.143,0.0318,1.4975,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Deichmann, 1941) (Deichmann, 1941)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60050,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,74,74_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,7834,mg/kg,114.143,0.0686,1.1635,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Tanii & Hashimoto, 1982) (Tanii & Hashimoto, 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60051,ToxVal00036_366e99ed3af2cf2c
,Ethyl methacrylate,97-63-2,CCOC(C(C)=C)=O,DTXSID1025308,,75,75_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,7800,mg/kg,114.143,0.0683,1.1654,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Pang, 1995) (Pang, 1995)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60052,ToxVal00036_366e99ed3af2cf2c
,Isobutyl methacrylate,97-86-9,CC(C)COC(C(C)=C)=O,DTXSID3025461,,76,76_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,6400,mg/kg,142.197,0.0450,1.3467,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Krasavage & Terhaar, 1981) (Krasavage & Terhaar, 1981)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60053,ToxVal00036_f784bde3eb59a936
,Isobutyl methacrylate,97-86-9,CC(C)COC(C(C)=C)=O,DTXSID3025461,,77,77_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,9600,mg/kg,142.197,0.0675,1.1706,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Roehm GmbH., 1977) (Roehm GmbH., 1977)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60054,ToxVal00036_f784bde3eb59a936
,Isobutyl methacrylate,97-86-9,CC(C)COC(C(C)=C)=O,DTXSID3025461,,78,78_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,6400,mg/kg,142.197,0.0450,1.3467,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Autian, 1975) (Autian, 1975)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60055,ToxVal00036_f784bde3eb59a936
,Isobutyl methacrylate,97-86-9,CC(C)COC(C(C)=C)=O,DTXSID3025461,,79,79_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,11824,mg/kg,142.197,0.0832,1.0801,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Tanii & Hashimoto, 1982) (Tanii & Hashimoto, 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60056,ToxVal00036_f784bde3eb59a936
,Isobutyl methacrylate,97-86-9,CC(C)COC(C(C)=C)=O,DTXSID3025461,,80,80_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,11990,mg/kg,142.197,0.0843,1.0741,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Lewis, 1996a) (Lewis, 1996a)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60057,ToxVal00036_f784bde3eb59a936
,Methyl 2-methylcrotonate,6622-76-0,C/C=C(\C)/C(OC)=O,DTXSID30878830,,81,81_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5000,mg/kg,114.143,0.0438,1.3585,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Moreno, 1980a) (Moreno, 1980a)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60058,ToxVal00036_33cc73d655c29fb6
,(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate,67883-79-8,CC/C=C\CCOC(/C(\C)=C/C)=O,DTXSID7047562,,82,82_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5000,mg/kg,182.262,0.0274,1.5617,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Moreno, 1976g) (Moreno, 1976g)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60059,ToxVal00036_b1d1530fa2ebbf6e
,Hexyl (3E)-2-methyl-3-pentenoate,58625-95-9,CCCCCCOC(C(C)/C=C/C)=O,DTXSID101301436,,83,83_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5000,mg/kg,198.305,0.0252,1.5984,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Elleman, 1979) (Elleman, 1979)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60060,ToxVal00036_94b05ed792d16a99
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,84,84_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,1316,mg/kg,140.181,0.0094,2.0274,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Babish, 1978c) (Babish, 1978c)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60061,ToxVal00036_841b7269035261df
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,85,85_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,892,mg/kg,140.181,0.0064,2.1963,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Babish, 1978c) (Babish, 1978c)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60062,ToxVal00036_841b7269035261df
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,86,86_EFSA2DB,EFSA2,-,acute,human health,mouse,-,=,770,mg/kg,140.181,0.0055,2.2602,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60063,ToxVal00036_841b7269035261df
,Ethyl crotonate,623-70-1,CCOC(/C=C/C)=O,DTXSID5057591,,87,87_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,3000,mg/kg,114.143,0.0263,1.5803,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Smyth & Carpenter, 1944) (Smyth & Carpenter, 1944)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60064,ToxVal00036_d7b1b13a6d6a57f9
,"2-Butenoic acid, hexyl ester",19089-92-0,CCCCCCOC(C=CC)=O,DTXSID5066455,,88,88_EFSA2DB,EFSA2,-,acute,human health,rat,-,=,5000,mg/kg,170.251,0.0294,1.5321,"EFSA Group 05 Rev. 2 Acute oral toxicity data for candidate and supporting substances (Moreno, 1978o) (Moreno, 1978o)",http://www.efsa.europa.eu/en/efsajournal/pub/1400,60065,ToxVal00036_b02e8673148e09f8
,4-Pentenoic acid,591-80-0,C=CCCC(O)=O,DTXSID0044448,,89,89_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,610,mg/kg,100.117,0.0061,2.2152,"EFSA Group 06R4 Acute Toxicity Data (Jenner et al., 1964) (Jenner et al., 1964)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60066,ToxVal00036_0267897b7bd30a24
,4-Pentenoic acid,591-80-0,C=CCCC(O)=O,DTXSID0044448,,90,90_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,470,mg/kg,100.117,0.0047,2.3284,"EFSA Group 06R4 Acute Toxicity Data (Jenner et al., 1964) (Jenner et al., 1964)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60067,ToxVal00036_0267897b7bd30a24
,4-Pentenal,2100-17-6,C=CCCC=O,DTXSID1062178,,91,91_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,620,mg/kg,84.1175,0.0074,2.1325,"EFSA Group 06R4 Acute Toxicity Data (Smyth et al., 1962) (Smyth et al., 1962)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60068,ToxVal00036_b27c4f704c91a172
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,92,92_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,7000,mg/kg,100.16,0.0699,1.1556,"EFSA Group 06R4 Acute Toxicity Data (Gaunt et al., 1969) (Gaunt et al., 1969)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60069,ToxVal00036_63a1a74ec110c916
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,93,93_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,7200,mg/kg,100.16,0.0719,1.1434,"EFSA Group 06R4 Acute Toxicity Data (Gaunt et al., 1969) (Gaunt et al., 1969)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60070,ToxVal00036_63a1a74ec110c916
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,94,94_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4700,mg/kg,100.16,0.0469,1.3286,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1973c) (Moreno, 1973c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60071,ToxVal00036_63a1a74ec110c916
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,95,95_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,10100,mg/kg,100.16,0.1008,0.9964,"EFSA Group 06R4 Acute Toxicity Data (Gaunt et al., 1969) (Gaunt et al., 1969)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60072,ToxVal00036_63a1a74ec110c916
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,96,96_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,7300,mg/kg,100.16,0.0729,1.1374,"EFSA Group 06R4 Acute Toxicity Data (Gaunt et al., 1969) (Gaunt et al., 1969)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60073,ToxVal00036_63a1a74ec110c916
,"3-Hexenal, (3Z)-",6789-80-6,CC/C=C\CC=O,DTXSID30884335,,97,97_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1560,mg/kg,98.1444,0.0159,1.7987,"EFSA Group 06R4 Acute Toxicity Data (Palanker and Lewis, 1979) (Palanker and Lewis, 1979)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60074,ToxVal00036_5c36034d20ba3089
,"3,6-Nonadien-1-ol, (3Z,6Z)-",53046-97-2,CC/C=C\C/C=C\CCO,DTXSID60886029,,98,98_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,140.225,0.0143,1.8458,"EFSA Group 06R4 Acute Toxicity Data (Koike, 1996) (Koike, 1996)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60075,ToxVal00036_e8701d2c980e72bb
,(Z)-Non-6-enal,2277-19-2,CC/C=C\CCCCC=O,DTXSID4051879,,99,99_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,5000,mg/kg,140.225,0.0357,1.4479,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1978b) (Moreno, 1978b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60076,ToxVal00036_4626ab0b72d1c66e
,9-Decenal,39770-05-3,C=CCCCCCCCC=O,DTXSID7052072,,100,100_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,9500,mg/kg,154.252,0.0616,1.2105,"EFSA Group 06R4 Acute Toxicity Data (Johnson, 1980) (Johnson, 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60077,ToxVal00036_5c9a3cfb353b6b0d
,10-Undecen-1-al,112-45-8,C=CCCCCCCCCC=O,DTXSID3037757,,101,101_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,168.279,0.0297,1.5271,"EFSA Group 06R4 Acute Toxicity Data (Hart and Wong, 1971) (Hart and Wong, 1971)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60078,ToxVal00036_0d7cc8bb8192c9c0
,10-Undecenoic acid,112-38-9,C=CCCCCCCCCC(O)=O,DTXSID8035001,,102,102_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,8150,mg/kg,184.278,0.0442,1.3543,"EFSA Group 06R4 Acute Toxicity Data (Newell et al., 1949) (Newell et al., 1949)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60079,ToxVal00036_4803567e06b59b2f
,10-Undecenoic acid,112-38-9,C=CCCCCCCCCC(O)=O,DTXSID8035001,,103,103_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2300,mg/kg,184.278,0.0125,1.9037,"EFSA Group 06R4 Acute Toxicity Data (Tislow et al., 1950) (Tislow et al., 1950)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60080,ToxVal00036_4803567e06b59b2f
,10-Undecenoic acid,112-38-9,C=CCCCCCCCCC(O)=O,DTXSID8035001,,104,104_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2500,mg/kg,184.278,0.0136,1.8675,"EFSA Group 06R4 Acute Toxicity Data (Tislow et al., 1950) (Tislow et al., 1950)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60081,ToxVal00036_4803567e06b59b2f
,Oleic acid,112-80-1,CCCCCCCC/C=C\CCCCCCCC(O)=O,DTXSID1025809,,105,105_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,282.466,0.0177,1.7520,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1977b) (Moreno, 1977b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60082,ToxVal00036_02a86fc660e20305
,Oleic acid,112-80-1,CCCCCCCC/C=C\CCCCCCCC(O)=O,DTXSID1025809,,106,106_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,19000,mg/kg,282.466,0.0673,1.1722,"EFSA Group 06R4 Acute Toxicity Data (Briggs et al., 1976) (Briggs et al., 1976)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60083,ToxVal00036_02a86fc660e20305
,(3Z)-Hex-3-en-1-yl propanoate,33467-74-2,CC/C=C\CCOC(CC)=O,DTXSID6047579,,107,107_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,156.224,0.0320,1.4948,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1976a) (Moreno, 1976a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60084,ToxVal00036_dec1e76ee10a6842
,(3Z)-Hex-3-en-1-yl propanoate,33467-74-2,CC/C=C\CCOC(CC)=O,DTXSID6047579,,108,108_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,156.224,0.0320,1.4948,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1978b) (Moreno, 1978b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60085,ToxVal00036_d8b40353c268571e
,"4,7-Octadienoic acid, ethyl ester, (Z)-",69925-33-3,CCOC(CC/C=C\CC=C)=O,DTXSID501278106,,109,109_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,10000,mg/kg,168.235,0.0594,1.2259,"EFSA Group 06R4 Acute Toxicity Data (Mondino, 1979) (Mondino, 1979)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60086,ToxVal00036_284f28d4b1d57668
,"9-Undecenoic acid, methyl ester",5760-50-9,CC=CCCCCCCCC(OC)=O,DTXSID5063998,,110,110_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3000,mg/kg,198.305,0.0151,1.8202,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1977b) (Moreno, 1977b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60087,ToxVal00036_fb8a1c60919021cb
,Ethyl undec-10-enoate,692-86-4,CCOC(CCCCCCCCC=C)=O,DTXSID4044828,,111,111_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,212.332,0.0235,1.6280,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1977b) (Moreno, 1977b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60088,ToxVal00036_fc3eeb49bd606976
,Butyl undec-10-enoate,109-42-2,CCCCOC(CCCCCCCCC=C)=O,DTXSID4047624,,112,112_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,240.385,0.0208,1.6819,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1977b) (Moreno, 1977b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60089,ToxVal00036_5d9199aedee94885
,Ethyl oleate,111-62-6,CCCCCCCC/C=C\CCCCCCCC(OCC)=O,DTXSID3047633,,113,113_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,310.52,0.0161,1.7931,"EFSA Group 06R4 Acute Toxicity Data (Bailey, 1976) (Bailey, 1976)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60090,ToxVal00036_1f1d519362ac0bd2
,3-Methylbut-3-en-1-ol,763-32-6,CC(CCO)=C,DTXSID4052506,,114,114_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5440,mg/kg,86.1334,0.0632,1.1996,"EFSA Group 06R4 Acute Toxicity Data (BASF, 1968) (BASF, 1968)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60091,ToxVal00036_8f565c8a8562dff1
,"2,6-Dimethylhept-5-enal",106-72-9,CC(CCC=C(C)C)C=O,DTXSID8044753,,115,115_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,140.225,0.0357,1.4479,"EFSA Group 06R4 Acute Toxicity Data (Levenstein, 1974) (Levenstein, 1974)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60092,ToxVal00036_a9011ec142065b68
,"2,6-Dimethylhept-5-enal",106-72-9,CC(CCC=C(C)C)C=O,DTXSID8044753,,116,116_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4550,mg/kg,140.225,0.0324,1.4888,"EFSA Group 06R4 Acute Toxicity Data (Mayyasi et al., 1981) (Mayyasi et al., 1981)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60093,ToxVal00036_a9011ec142065b68
,Lavandulol,498-16-8,CC(C)=CCC(CO)C(C)=C,DTXSID001017547,,117,117_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,5000,mg/kg,154.252,0.0324,1.4893,"EFSA Group 06R4 Acute Toxicity Data (Moreno et al., 1982) (Moreno et al., 1982)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60094,ToxVal00036_694623d4d228a3fb
,(3Z)-Hex-3-en-1-yl 2-methylpropanoate,41519-23-7,CC/C=C\CCOC(C(C)C)=O,DTXSID0047585,,118,118_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,25000,mg/kg,170.251,0.1468,0.8331,"EFSA Group 06R4 Acute Toxicity Data (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60095,ToxVal00036_fe8c94309e28eada
,(3Z)-Hex-3-en-1-yl 2-methylpropanoate,41519-23-7,CC/C=C\CCOC(C(C)C)=O,DTXSID0047585,,119,119_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,25000,mg/kg,170.251,0.1468,0.8331,"EFSA Group 06R4 Acute Toxicity Data (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60096,ToxVal00036_fe8c94309e28eada
,Hexyl (3E)-2-methyl-3-pentenoate,58625-95-9,CCCCCCOC(C(C)/C=C/C)=O,DTXSID101301436,,120,120_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,198.305,0.0252,1.5984,"EFSA Group 06R4 Acute Toxicity Data (Elleman, 1979) (Elleman, 1979)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60097,ToxVal00036_94b05ed792d16a99
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,121,121_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,1316,mg/kg,140.181,0.0094,2.0274,"EFSA Group 06R4 Acute Toxicity Data (Babish, 1978) (Babish, 1978)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60098,ToxVal00036_841b7269035261df
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,122,122_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,892,mg/kg,140.181,0.0064,2.1963,"EFSA Group 06R4 Acute Toxicity Data (Babish, 1978) (Babish, 1978)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60099,ToxVal00036_841b7269035261df
,"3,4-Pentadienoic acid, 2-methyl-, ethyl ester",60523-21-9,CCOC(C(C)C=C=C)=O,DTXSID30866813,,123,123_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,770,mg/kg,140.181,0.0055,2.2602,"EFSA Group 06R4 Acute Toxicity Data (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60100,ToxVal00036_841b7269035261df
,Citronellyl formate,105-85-1,CC(CCC=C(C)C)CCOC=O,DTXSID1044772,,124,124_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,8400,mg/kg,184.278,0.0456,1.3412,"EFSA Group 06R4 Acute Toxicity Data (Calandra, 1971) (Calandra, 1971)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60101,ToxVal00036_ab224f7dbee491e8
,Geranyl formate,105-86-2,CC(C)=CCC/C(\C)=C/COC=O,DTXSID0047614,,125,125_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5460,mg/kg,182.262,0.0300,1.5235,"EFSA Group 06R4 Acute Toxicity Data (Weir and Wong, 1971) (Weir and Wong, 1971)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60102,ToxVal00036_2decf484d4b32702
,Neryl formate,2142-94-1,CC(C)=CCC/C(\C)=C\COC=O,DTXSID701014544,,126,126_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,182.262,0.0274,1.5617,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1975) (Moreno, 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60103,ToxVal00036_b84c89152efce9b4
,"7-Octen-1-ol, 3,7-dimethyl-, 1-formate",141-09-3,CC(CCCC(C)=C)CCOC=O,DTXSID90861809,,127,127_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,184.278,0.0271,1.5665,"EFSA Group 06R4 Acute Toxicity Data (Moreno, 1974a) (Moreno, 1974a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60104,ToxVal00036_8910d45e87b760e8
,Citronellyl acetate,150-84-5,CC(CCC=C(C)C)CCOC(C)=O,DTXSID5051739,,128,128_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,6800,mg/kg,198.305,0.0343,1.4648,"EFSA Group 06R4 Acute Toxicity Data (Calandra, 1971) (Calandra, 1971)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60105,ToxVal00036_f7f40ea50f5eb198
,Geranyl acetate,105-87-3,CC(C)=CCC/C(\C)=C/COC(C)=O,DTXSID0020654,,129,129_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,6330,mg/kg,196.289,0.0322,1.4915,"EFSA Group 06R4 Acute Toxicity Data (Jenner et al., 1964) (Jenner et al., 1964)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60106,ToxVal00036_25ae0caf060dce35
,"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate",141-12-8,,DTXSID2047068,,130,130_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4550,mg/kg,,#¡DIV/0!,#¡DIV/0!,"EFSA Group 06R4 Acute Toxicity Data (Levenstein and Wolven, 1972a) (Levenstein and Wolven, 1972a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60107,ToxVal00036_2ced4f53c50a7825
