PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,Agonist_Activity,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0005215015 uM,Activity at 0.00156 uM,Activity at 0.00466 uM,Activity at 0.00590 uM,Activity at 0.014 uM,Activity at 0.042 uM,Activity at 0.068 uM,Activity at 0.127 uM,Activity at 0.378 uM,Activity at 0.782 uM,Activity at 1.156 uM,Activity at 3.420 uM,Activity at 5.843 uM,Activity at 10.21 uM,Activity at 30.24 uM,Activity at 43.68 uM,Activity at 92.27 uM,Activity at 218.9 uM,Activity at 489.4 uM,Activity at 1094.5 uM,Activity at 2447.4 uM,Activity at 5811.1 uM,Activity at 12995.4 uM,Activity at 29059.9 uM,Activity at 64977.0 uM,Compound QC
866,17389230,6537488,C1=C(OC(=C1)C(=O)NCC(=O)O)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08007283-01/37961540,,Inactive,,,,0,,,,,,,4,,-1.3358,-1.1226,,0.149,,0.2898,0.5437,-1.022,-0.0727,-1.0105,0.3889,-1.6098,,-1.7158,-0.0292,0.1608,-1.103,-1.3358,,,,,,,,,QC'd by NIEHS/NTP
867,17389231,11604,C=CCCC#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548347-01/37962294,,Inactive,,,,0,,,,,,,4,,0.0802,0.0728,,0.675,,0.2694,1.3262,-0.2056,1.2725,-0.0087,1.8163,-0.7984,,0.6503,1.9396,4.0226,0.928,0.0802,,,,,,,,,QC'd by NIEHS/NTP
868,17389232,6969,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080893-01/37961145,,Inactive,,,,0,,-5.65,1.8851,0.7917,-4.1154,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1,-0.3495,0.1579,,0.8818,,-0.4593,0.4884,0.2776,-0.7871,-0.4332,0.2369,-2.1306,,-3.0128,-0.3871,0.9582,0.9046,-0.3495,,,,,,,,,QC'd by NIEHS/NTP
869,17389233,230976,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)OC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080923-01/37961848,,Inactive,,,,0,,,,,,,4,,-0.2339,-0.8355,,0.0722,,0.1106,0.7896,-1.3498,-1.6236,0.1647,0.5478,-0.9999,,-1.3528,0.226,0.6396,0.1488,-0.2339,,,,,,,,,QC'd by NIEHS/NTP
870,17389234,3543259,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NNC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080840-01/37961443,,Inactive,,,,0,,,,,,,4,,1.0308,0.2658,,0.2403,,0.5191,1.3326,0.6984,1.2823,0.3504,0.747,0.2439,,1.5542,0.2193,0.7459,0.4829,1.0308,,,,,,,,,QC'd by NIEHS/NTP
871,17389235,21208,C1=CC(=C(C=C1N)N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582943-01/37962088,,Inactive,,,,0,,,,,,,4,,1.4088,-0.1296,,0.0887,,-0.4772,0.1879,-1.0718,-0.5044,-0.9358,0.0175,-1.978,,-1.3078,0.1314,-0.0318,1.1178,1.4088,,,,,,,,,QC'd by NIEHS/NTP
872,17389236,38764,CCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07994970-01/37961201,,Inactive,,,,0,,-3.9,0.8,0.5925,-6.8734,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-0.9792,-0.6578,,0.5647,,0.1459,0.0725,-0.0183,0.9575,-0.7474,-0.4163,-0.8364,,-0.7973,-0.2115,-0.91,-2.3945,-0.9792,,,,,,,,,QC'd by NIEHS/NTP
873,17389237,13195,CC1=CN=CN1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001258-01/37962186,,Inactive,,,,0,,,,,,,4,,1.063,1.0299,,1.1036,,0.5469,0.343,-0.3522,-0.0595,0.6374,0.0158,-0.6476,,-0.7811,-0.3843,1.129,0.4473,1.063,,,,,,,,,QC'd by NIEHS/NTP
874,17389238,7319,CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07995143-01/37962243,,Inactive,,,,0,,,,,,,4,,-0.0314,-0.9161,,0.2935,,-0.5623,0.6026,-0.8213,-1.0422,0.0014,-0.8291,-1.3843,,-0.9211,-0.6159,-0.1482,0.3181,-0.0314,,,,,,,,,QC'd by NIEHS/NTP
875,17389239,8390,CC1=C(C=C(C=C1)N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981825-01/37961601,,Inactive,,,,0,,,,,,,4,,0.8865,-0.3653,,-0.0341,,-0.4367,0.6535,0.1118,-0.6837,-0.7291,0.5746,-1.0056,,2.3848,-0.4766,1.109,0.7432,0.8865,,,,,,,,,QC'd by NIEHS/NTP
876,17389240,6978,CC1=CC(=C(C=C1)N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981730-01/37961837,,Inactive,,,,0,,,,,,,4,,2.8263,0.0969,,1.008,,0.4596,0.0542,0.5969,0.7813,-0.6628,0.469,0.019,,0.2425,0.0982,1.5123,0.7105,2.8263,,,,,,,,,QC'd by NIEHS/NTP
877,17389241,12748,CC1=CSC=N1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082746-01/37961502,,Inactive,,,,0,,,,,,,4,,1.0763,-1.2618,,0.9553,,0.021,0.4053,0.0263,0.4833,-0.1552,-0.4538,-0.2312,,-0.2276,0.1469,0.8171,0.2535,1.0763,,,,,,,,,QC'd by NIEHS/NTP
878,17389243,5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02540517-01/37961567,,Inactive,,,,0,,-4.05,2.4064,0.672,8,-1.0426,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.0581,-0.4952,,0.2043,,-1.376,0.3299,-1.5304,-2.0684,-1.8615,-0.299,-2.1188,,-1.9167,-0.1261,0.0776,-0.4707,4.0581,,,,,,,,,QC'd by NIEHS/NTP
879,17389244,9147,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07974739-01/37961247,,Inactive,,,,0,,,,,,,4,,-0.5808,0.1978,,0.2104,,-0.0023,0.517,-0.6836,-1.4256,-0.577,0.1652,-0.9883,,-0.8526,0.1812,0.8501,0.4586,-0.5808,,,,,,,,,QC'd by NIEHS/NTP
880,17389245,7394,C1=CC(=CC=C1C(F)(F)F)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082734-01/37961380,,Inactive,,,,0,,-5.95,3.2475,0.8135,-2.4508,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.0226,-0.284,,0.2061,,-0.1274,0.4739,0.2027,0.6823,-0.3238,-0.5644,-2.0424,,0.4528,0.0367,0.8188,0.0247,0.0226,,,,,,,,,QC'd by NIEHS/NTP
881,17389246,8462,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07974961-01/37961808,,Inactive,,,,0,,,,,,,4,,1.1383,-0.8911,,0.6022,,-0.2989,0.0188,0.2555,-0.1143,0.1073,0.1162,-0.9901,,0.2683,0.1442,0.1993,-0.0041,1.1383,,,,,,,,,QC'd by NIEHS/NTP
882,17389247,9809,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985261-01/37962190,,Inactive,,,,0,,,,,,,4,,0.4933,0.4915,,1.6023,,0.2303,1.7567,0.2408,-0.9375,-0.4171,0.9833,-0.9646,,-0.7503,0.4589,0.6374,0.1572,0.4933,,,,,,,,,QC'd by NIEHS/NTP
883,17389248,6979,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981237-01/37961866,,Inactive,,,,0,,,,,,,4,,1.6889,-0.4884,,0.5331,,0.0815,0.2827,-0.5002,0.4546,-0.3229,-0.3814,-0.3856,,0.3893,-1.6151,0.1931,0.5226,1.6889,,,,,,,,,QC'd by NIEHS/NTP
884,17389249,12088,C1=CC(=CC=C1C=O)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944122-01/37961091,,Inactive,,,,0,,,,,,,4,,-0.2375,-0.0428,,-0.0714,,-0.5052,1.2246,0.0083,-0.2524,-0.4562,0.1157,-0.3948,,-0.263,0.4411,0.0811,-0.0103,-0.2375,,,,,,,,,QC'd by NIEHS/NTP
885,17389250,7101,C1=CC=C(C=C1)C2=CC=C(C=C2)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082657-01/37961663,,Inactive,,,,0,,-3.95,1.4641,0.6626,18,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.6677,2.8358,,1.1535,,2.1105,2.3575,1.252,0.1479,0.8081,2.7204,0.0302,,0.7271,2.873,2.373,1.0934,11.6677,,,,,,,,,QC'd by NIEHS/NTP
886,17389251,6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944416-01/37962254,,Inactive,,,,0,,,,,,,4,,2.902,2.9919,,2.1214,,2.9692,3.0647,2.7221,3.3625,0.8783,-0.0268,1.4837,,1.1172,1.4421,7.2478,1.2615,2.902,,,,,,,,,QC'd by NIEHS/NTP
887,17389252,6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949476-01/37961103,,Inactive,,,,0,,,,,,,4,,-2.0052,-0.7817,,-0.4692,,-0.0204,-0.1243,-0.8106,-0.6487,1.4559,0.202,-0.9475,,-1.0409,-0.3533,1.3675,0.7026,-2.0052,,,,,,,,,QC'd by NIEHS/NTP
888,17389254,11432,C1=NN=CN1N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944044-01/37962376,,Inactive,,,,0,,,,,,,4,,0.1979,-0.0404,,1.3528,,0.1546,0.138,0.959,-0.0586,0.2206,-0.2027,-0.9425,,-0.7569,-0.4725,1.9967,1.1062,0.1979,,,,,,,,,QC'd by NIEHS/NTP
889,17389255,7570,C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944730-01/37961797,,Inactive,,,,0,,,,,,,4,,0.2404,-0.7362,,0.7589,,-0.0776,-0.2607,-0.5796,-0.7857,-0.8835,0.3074,-0.3499,,-1.0038,-0.1745,-0.4133,0.8767,0.2404,,,,,,,,,QC'd by NIEHS/NTP
890,17389256,6625,C1=CC(=CC=C1S(=O)(=O)C2=CC=C(C=C2)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02540515-01/37961696,,Inactive,,,,0,,,,,,,4,,-1.1092,-0.6402,,-0.2457,,-0.3463,1.3256,-0.7373,-1.0797,-0.4622,1.1904,-1.7039,,-0.3591,-1.2158,-0.066,-0.1261,-1.1092,,,,,,,,,QC'd by NIEHS/NTP
891,17389257,15660,C1CC(CCC1CC2CCC(CC2)N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082673-01/37961336,,Inactive,,,,0,,,,,,,4,,-0.6687,-0.3151,,1.7561,,-0.3092,-0.1181,-0.432,-0.4596,-0.3248,1.3346,-0.3061,,-0.6749,0.2588,-0.1514,-0.491,-0.6687,,,,,,,,,QC'd by NIEHS/NTP
892,17389258,76985,CSC1=CC=C(C=C1)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944074-01/37962219,,Inactive,,,,0,,,,,,,4,,0.018,-0.4742,,0.5802,,0.3946,0.9815,0.2181,0.3766,0.1839,0.1312,-0.1378,,-0.6415,0.133,0.5704,0.1913,0.018,,,,,,,,,QC'd by NIEHS/NTP
893,17389259,6259976,CC/C=C/1\C2=CC=CC=C2C(=O)O1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582994-01/37961913,,Inactive,,,,0,,,,,,,4,,0.751,-1.1075,,0.107,,0.174,0.2982,0.1053,0.7012,-1.1302,-1.6197,-1.558,,0.3343,-0.8816,0.4151,0.3323,0.751,,,,,,,,,QC'd by NIEHS/NTP
894,17389260,8469,CCOC(=O)C1C(O1)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944755-01/37961951,,Inactive,,,,0,,,,,,,4,,-0.0092,-0.1499,,0.6667,,-0.294,0.0209,-0.2379,-0.27,-0.4963,-0.2085,1.0804,,-1.0716,0.7886,0.222,-0.3755,-0.0092,,,,,,,,,QC'd by NIEHS/NTP
895,17389261,5324707,C/C=C/CC#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082730-01/37962206,,Inactive,,,,0,,,,,,,4,,-0.768,-0.4898,,0.21,,-0.2966,-0.2891,0.0881,-0.1519,0.2212,-0.1141,-0.0428,,-0.181,-0.3053,0.1108,-0.0936,-0.768,,,,,,,,,QC'd by NIEHS/NTP
896,17389262,7386,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082722-01/37961911,,Inactive,,,,0,,,,,,,4,,0.3185,-1.3628,,1.5269,,-1.0309,0.1651,-1.099,0.8825,-0.2188,-0.4112,0.1203,,0.3469,-0.2761,0.3554,0.5989,0.3185,,,,,,,,,QC'd by NIEHS/NTP
897,17389263,18370,CC1=C(C=CC(=C1)C(=O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981744-01/37962134,,Inactive,,,,0,,,,,,,4,,1.3536,-0.3587,,1.272,,1.0764,0.6099,0.3026,0.4536,-0.1435,-0.727,-0.4101,,-0.4342,-0.7004,0.4495,-0.446,1.3536,,,,,,,,,QC'd by NIEHS/NTP
898,17389264,21575,CC1=C(C(=CC=C1)C(=O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080864-01/37961903,,Inactive,,,,0,,,,,,,4,,1.9652,-0.7273,,1.1539,,0.131,-0.2523,-0.3811,0.3203,0.2284,-0.6662,-0.9265,,-0.2484,-0.3388,2.0496,-0.0394,1.9652,,,,,,,,,QC'd by NIEHS/NTP
899,17389265,7546,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080876-01/37962347,,Inactive,,,,0,,,,,,,4,,4.891,0.1338,,0.5714,,0.9269,0.4124,0.3047,0.6496,0.432,0.0187,-0.1145,,-1.1502,0.3875,1.4926,1.1941,4.891,,,,,,,,,QC'd by NIEHS/NTP
900,17389266,8428,CCNC1=C(C=CC(=C1)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080878-01/37961034,,Inactive,,,,0,,-4.2,1.8079,0.9799,9.5,-0.1581,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.4532,-0.2977,,0.1799,,-0.1743,0.0293,0.0605,0.184,-0.4368,-0.5374,-0.2218,,-0.5484,0.1784,1.3358,3.1884,6.4532,,,,,,,,,QC'd by NIEHS/NTP
901,17389267,7421,CN(C)C1=CC(=CC=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981674-01/37962334,,Inactive,,,,0,,-4.2,1.6436,0.8727,10,-0.1396,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.9083,-1.0362,,0.214,,0.4237,-0.3248,-0.0013,0.019,-0.3725,-0.9929,-1.783,,-0.1908,-0.1823,2.6342,2.755,6.9083,,,,,,,,,QC'd by NIEHS/NTP
902,17389268,7062,CCN(CC)C1=CC(=CC=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080890-01/37961786,,Inactive,,,,0,,-5.65,1.3443,0.9795,4.5,-0.2013,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0,4.4432,-0.1646,,-0.4251,,-0.0602,-0.0145,-0.5844,-0.2536,0.0712,0.7098,2.3128,,2.5279,4.083,4.5733,2.0922,4.4432,,,,,,,,,QC'd by NIEHS/NTP
903,17389269,10963,C(CCl)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082751-01/37961016,,Inactive,,,,0,,-5.7,4.095,0.8621,-4.9269,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.3563,0.1279,,0.0969,,0.0667,-0.2501,-0.3362,0.5011,-0.3289,-0.149,-2.0224,,0.5795,-0.6573,1.1582,0.6714,0.3563,,,,,,,,,QC'd by NIEHS/NTP
904,17389270,10963,C(CCl)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944103-01/37962032,,Inactive,,,,0,,,,,,,4,,-0.1294,-0.5754,,-0.2265,,-0.0152,0.4076,-0.7045,0.1569,-0.2314,0.8155,-0.4061,,-0.4946,0.0568,-0.2796,-0.2563,-0.1294,,,,,,,,,QC'd by NIEHS/NTP
905,17389271,6894,CC1=C(C=CC=C1Cl)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985295-01/37961812,,Inactive,,,,0,,,,,,,4,,-0.2599,0.118,,-0.7239,,-0.8416,-0.1346,-0.186,-0.7802,-0.9137,-0.8035,-1.2253,,-1.2011,-1.0408,0.2637,0.0392,-0.2599,,,,,,,,,QC'd by NIEHS/NTP
906,17389272,11241,CC(=C)CCl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548320-01/37961799,,Inactive,,,,0,,-5.85,1.7885,0.8489,-2.4512,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1,-0.7923,0.5357,,-0.3584,,-0.3387,0.0458,-0.462,0.0616,-0.3393,-0.4992,-1.6451,,-2.0427,-1.0554,0.6497,-0.6332,-0.7923,,,,,,,,,QC'd by NIEHS/NTP
907,17389273,16449,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080888-01/37961497,,Inactive,,,,0,,,,,,,4,,-0.1164,-0.2277,,0.3551,,0.1404,0.1908,-0.2053,0.2986,-0.2347,0.129,-0.1373,,-1.0098,-0.3874,-0.0104,-0.0951,-0.1164,,,,,,,,,QC'd by NIEHS/NTP
908,17389274,76583,C1=CC(=CC(=C1)Br)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981717-01/37962235,,Inactive,,,,0,,-6.15,2.2526,0.9203,-2.3588,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.1906,0.06,,0.55,,-0.0809,0.1599,-0.2136,-0.0928,-0.3588,-1.5225,-1.9657,,-0.5647,-1.3653,1.0052,0.4901,0.1906,,,,,,,,,QC'd by NIEHS/NTP
909,17389275,15206,C(C(CBr)(CBr)CBr)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08583002-01/37962077,,Inactive,,,,0,,-4.1,1.6266,0.8696,12,0.4259,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.8551,-0.4784,,0.5712,,0.7585,0.9014,0.2446,0.7127,0.3339,-0.1623,0.1671,,1.2199,0.2246,1.9811,1.9187,7.8551,,,,,,,,,QC'd by NIEHS/NTP
910,17389276,12308,C(CO)CBr,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944756-01/37961545,,Inactive,,,,0,,,,,,,4,,1.3015,-0.2069,,0.2556,,0.2814,0.5621,0.6875,0.4672,-0.0613,-1.5295,-0.249,,-0.4767,0.4928,0.074,0.1713,1.3015,,,,,,,,,QC'd by NIEHS/NTP
911,17389277,7375,C1=CC(=CC(=C1)N)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082750-01/37961098,,Inactive,,,,0,,,,,,,4,,0.7055,-0.9651,,0.0742,,0.5114,0.1077,1.2597,0.7806,0.1528,-0.2334,-0.3415,,-0.3462,-0.1024,1.453,0.0688,0.7055,,,,,,,,,QC'd by NIEHS/NTP
912,17389278,61527,CC1=CC(=C(O1)C)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990232-01/37961851,,Inactive,,,,0,,,,,,,4,,0.7396,0.4585,,0.587,,-0.2723,0.8634,0.3519,0.3328,0.377,-0.5977,-0.5128,,-0.604,-0.3273,1.9732,1.364,0.7396,,,,,,,,,QC'd by NIEHS/NTP
913,17389279,7949,CC1=CC(=CC(=C1)N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07994924-01/37961736,,Inactive,,,,0,,,,,,,4,,2.6508,-0.0688,,2.2928,,0.4001,0.0714,0.0471,1.4007,0.4565,0.3317,-0.1097,,0.5216,0.3952,0.4277,0.1911,2.6508,,,,,,,,,QC'd by NIEHS/NTP
914,17389280,7948,CC1=CC(=CC(=C1)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080846-01/37961649,,Inactive,,,,0,,,,,,,4,,-0.5501,0.6552,,0.0294,,0.0527,0.9159,0.4121,-0.0364,-0.07,-0.1746,-0.5666,,-0.2999,-0.3159,1.1981,-0.0744,-0.5501,,,,,,,,,QC'd by NIEHS/NTP
915,17389281,11571,C1=C(C=C(C=C1Cl)Cl)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07995178-01/37962288,,Inactive,,,,0,,,,,,,4,,1.2094,-0.0068,,0.0147,,-1.01,0.0454,0.0269,0.1892,-0.1295,-0.2887,-0.0124,,-1.7884,0.2388,0.7545,0.1813,1.2094,,,,,,,,,QC'd by NIEHS/NTP
916,17389282,5811,C1=C(C=C(C=C1Cl)Cl)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582928-01/37961349,,Inactive,,,,0,,,,,,,4,,0.1302,-0.2415,,-0.2847,,-0.3299,-0.3911,-0.6923,-0.1402,-0.2647,0.0556,-0.3159,,-0.6696,-0.6549,0.0071,0.6716,0.1302,,,,,,,,,QC'd by NIEHS/NTP
917,17389283,12281,C1=C(C=C(C=C1Cl)Cl)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981823-01/37961412,,Inactive,,,,0,,,,,,,4,,-0.2758,-0.7276,,0.2005,,-0.6965,-0.046,-0.6862,-0.725,-0.3649,-0.3423,-1.4227,,-1.3925,-0.3165,-0.0934,0.2067,-0.2758,,,,,,,,,QC'd by NIEHS/NTP
918,17389284,7248,CC1=C(C=C(C=C1)N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990396-01/37962175,,Inactive,,,,0,,,,,,,4,,3.3584,-0.4901,,1.0251,,-0.0708,0.4948,0.0973,0.9879,0.107,-0.246,0.4707,,0.5232,0.3114,0.1427,0.4642,3.3584,,,,,,,,,QC'd by NIEHS/NTP
919,17389285,11883,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981077-01/37962329,,Inactive,,,,0,,,,,,,4,,2.6493,-0.8391,,0.5934,,-0.8856,0.5263,0.0277,-0.0804,-0.6218,-0.1587,-0.7673,,-1.2337,-0.2507,1.2388,0.6227,2.6493,,,,,,,,,QC'd by NIEHS/NTP
920,17389286,7249,CC1=C(C=C(C=C1)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582941-01/37961503,,Inactive,,,,0,,,,,,,4,,0.2148,-0.8753,,0.2273,,0.1467,0.4331,-0.619,-0.1529,-0.5659,0.4264,-1.2229,,-1.7421,-0.8743,0.4648,-0.6245,0.2148,,,,,,,,,QC'd by NIEHS/NTP
921,17389288,7258,C1=CC(=C(C=C1O)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080900-01/37961129,,Inactive,,,,0,,,,,,,4,,1.3478,-0.1159,,0.322,,0.1887,1.0033,-0.4192,0.3602,-1.0933,0.8322,-0.3708,,-0.7083,0.7566,0.4734,0.4287,1.3478,,,,,,,,,QC'd by NIEHS/NTP
922,17389289,7443,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080912-01/37962372,,Inactive,,,,0,,,,,,,4,,0.1652,-0.8296,,-0.2461,,-0.4167,-0.132,-0.325,-0.9,-0.5329,0.0259,-1.2264,,-0.6096,0.0476,-0.1298,-0.2547,0.1652,,,,,,,,,QC'd by NIEHS/NTP
923,17389290,5817,C1=CC(=C(C=C1C(=O)O)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080924-01/37961950,,Inactive,,,,0,,,,,,,4,,1.842,-0.529,,-0.5676,,-0.513,0.3853,-1.7888,-0.5775,-1.8633,0.5877,-1.9716,,-0.3041,-0.1583,0.0811,-0.3419,1.842,,,,,,,,,QC'd by NIEHS/NTP
924,17389291,22710,C1=CC(=C(C=C1C=O)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082740-01/37961899,,Inactive,,,,0,,,,,,,4,,-0.041,-0.2502,,0.9995,,-0.6996,0.0882,-0.0455,-0.1297,-0.1256,-0.2664,-1.1023,,0.2333,-1.0909,1.1264,1.0684,-0.041,,,,,,,,,QC'd by NIEHS/NTP
925,17389293,25608,C1=CC(=C(C=C1C(Cl)(Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548290-01/37962072,,Inactive,,,,0,,,,,,,4,,-0.8306,-0.6492,,-0.0503,,-0.0642,-0.0784,0.3188,-0.0075,0.2716,-0.2732,-0.3118,,-1.5492,0.1266,0.3043,-0.1101,-0.8306,,,,,,,,,QC'd by NIEHS/NTP
